1.879999935626983643e-01,8.629999756813049316e-01,2.370000034570693970e-01,9.879999756813049316e-01,5.630000233650207520e-01,6.880000233650207520e-01
8.130000233650207520e-01,5.379999876022338867e-01,2.619999945163726807e-01,6.250000000000000000e-02,4.629999995231628418e-01,5.120000243186950684e-01
2.619999945163726807e-01,2.370000034570693970e-01,1.620000004768371582e-01,3.630000054836273193e-01,3.129999935626983643e-01,6.629999876022338867e-01
3.379999995231628418e-01,9.620000123977661133e-01,3.379999995231628418e-01,7.120000123977661133e-01,1.620000004768371582e-01,3.129999935626983643e-01
2.370000034570693970e-01,4.120000004768371582e-01,8.130000233650207520e-01,1.379999965429306030e-01,2.370000034570693970e-01,4.629999995231628418e-01
9.620000123977661133e-01,7.620000243186950684e-01,4.120000004768371582e-01,2.619999945163726807e-01,9.380000233650207520e-01,3.750000149011611938e-02
3.129999935626983643e-01,8.749999850988388062e-02,7.879999876022338867e-01,6.629999876022338867e-01,4.379999935626983643e-01,6.370000243186950684e-01
1.620000004768371582e-01,8.870000243186950684e-01,9.879999756813049316e-01,8.749999850988388062e-02,9.879999756813049316e-01,3.869999945163726807e-01
9.129999876022338867e-01,1.120000034570693970e-01,9.620000123977661133e-01,2.870000004768371582e-01,6.370000243186950684e-01,1.379999965429306030e-01
2.129999995231628418e-01,3.630000054836273193e-01,5.870000123977661133e-01,8.629999756813049316e-01,3.630000054836273193e-01,9.879999756813049316e-01
5.630000233650207520e-01,8.370000123977661133e-01,7.620000243186950684e-01,9.129999876022338867e-01,4.120000004768371582e-01,9.620000123977661133e-01
7.620000243186950684e-01,1.620000004768371582e-01,9.380000233650207520e-01,1.250000018626451492e-02,3.750000149011611938e-02,4.120000004768371582e-01
6.129999756813049316e-01,3.869999945163726807e-01,3.750000149011611938e-02,5.379999876022338867e-01,8.749999850988388062e-02,9.380000233650207520e-01
6.250000000000000000e-02,2.129999995231628418e-01,1.879999935626983643e-01,7.379999756813049316e-01,5.870000123977661133e-01,5.630000233650207520e-01
5.870000123977661133e-01,7.879999876022338867e-01,8.749999850988388062e-02,3.379999995231628418e-01,6.880000233650207520e-01,9.129999876022338867e-01
6.370000243186950684e-01,2.870000004768371582e-01,1.379999965429306030e-01,5.120000243186950684e-01,9.129999876022338867e-01,2.370000034570693970e-01
8.370000123977661133e-01,9.380000233650207520e-01,7.120000123977661133e-01,5.630000233650207520e-01,2.619999945163726807e-01,2.870000004768371582e-01
8.749999850988388062e-02,9.129999876022338867e-01,6.629999876022338867e-01,1.879999935626983643e-01,1.120000034570693970e-01,7.620000243186950684e-01
3.750000149011611938e-02,3.379999995231628418e-01,3.869999945163726807e-01,3.869999945163726807e-01,1.379999965429306030e-01,8.749999850988388062e-02
3.869999945163726807e-01,1.250000018626451492e-02,3.129999935626983643e-01,2.370000034570693970e-01,7.379999756813049316e-01,2.619999945163726807e-01
5.379999876022338867e-01,4.379999935626983643e-01,8.370000123977661133e-01,1.620000004768371582e-01,8.629999756813049316e-01,7.879999876022338867e-01
9.380000233650207520e-01,4.880000054836273193e-01,3.630000054836273193e-01,8.130000233650207520e-01,3.869999945163726807e-01,6.129999756813049316e-01
6.880000233650207520e-01,8.130000233650207520e-01,4.379999935626983643e-01,3.129999935626983643e-01,1.879999935626983643e-01,5.379999876022338867e-01
